PitchNo,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,HomeTeamForeignID,AwayTeamForeignID
252,1,1,"Sulser, Cole",642121,Right,TB,"Benintendi, Andrew",643217,Left,CWS,8,Bottom,0,0,0,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,87.48718845,-1.227260037,-1.758839362,2211.016707,175.067779,11:45,5.752413801,1.960174122,6.645591607,-27.39883404,8.206267139,-4.218101809,2.345821284,-0.001603422,80.54468929,-6.388370285,-2.557439193,0.429464849,,,,,,,,,,,,1.838201516,4.83402683,-1.839988199,50.00493565,5.657053944,4.035378689,-127.4004587,-3.531065724,3.029387463,25.4803385,-24.20680783,CWS,TB,Rate Field,Major League Baseball,AL,145,139
253,1,2,"Sulser, Cole",642121,Right,TB,"Benintendi, Andrew",643217,Left,CWS,8,Bottom,0,0,1,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,83.60532917,-0.90573009,-2.133365382,1641.948118,234.3054211,1:45,5.768124349,1.740170442,6.659833669,-38.37216834,0.485791023,11.33823358,1.741741019,0.732100998,77.4646999,-8.111724781,0.011117107,0.448653961,,,,,,,,,,,,-6.760364155,0.506836785,-1.602623181,50.00453829,5.689388947,4.218207621,-121.7632354,-3.001207505,-10.22145888,22.38402348,-31.41209743,CWS,TB,Rate Field,Major League Baseball,AL,145,139
254,1,3,"Sulser, Cole",642121,Right,TB,"Benintendi, Andrew",643217,Left,CWS,8,Bottom,0,0,2,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,93.66147363,-0.756917543,-3.283289018,2288.697833,214.2914376,1:15,5.734525137,1.787464019,6.77164488,-16.46961506,14.89861988,9.432674082,3.670994826,-0.427618233,85.05889082,-3.884039464,-1.490788955,0.403103485,98.03456253,23.91706916,38.5261955,4598.378346,81.83828997,39.69609906,73.86223616,318.6953774,317.8584336,53.24809694,3.6,-6.148112052,8.416257376,-1.578275679,50.00569708,5.677638821,7.519621483,-136.1790772,-2.312529694,-11.48274775,31.5261798,-16.46159989,CWS,TB,Rate Field,Major League Baseball,AL,145,139
255,1,4,"Sulser, Cole",642121,Right,TB,"Benintendi, Andrew",643217,Left,CWS,8,Bottom,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,93.85368479,0.463381015,-1.233441674,2302.951074,213.5017627,1:00,5.821959709,1.688313688,6.679383486,-15.02764508,15.97798631,8.308962382,4.993523293,1.252398805,85.62849605,-2.389009132,0.344256368,0.400766859,,,,,,,,,,,,-4.901990878,8.63717292,-1.61007434,50.00644203,5.845790734,2.683390888,-136.7023409,0.635710785,-9.274508468,30.2884704,-15.84030859,CWS,TB,Rate Field,Major League Baseball,AL,145,139
256,1,5,"Sulser, Cole",642121,Right,TB,"Benintendi, Andrew",643217,Left,CWS,8,Bottom,0,1,2,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,84.60432533,-0.760335736,-1.894328366,1670.363535,228.9875552,1:45,5.835533164,1.805499443,6.696786242,-36.89310363,1.087051216,12.3677687,2.06597167,1.10341016,78.22800944,-7.698887435,0.446818705,0.443557449,67.72047679,39.19766686,-146.0347759,7163.684662,,,,180.8819511,110.0559805,-147.5896107,2.8,-7.271976619,0.799046774,-1.685664959,50.00446331,5.767772341,3.725445258,-123.2301546,-2.681159421,-11.24575,23.2458626,-30.94069095,CWS,TB,Rate Field,Major League Baseball,AL,145,139
257,1,6,"Sulser, Cole",642121,Right,TB,"Benintendi, Andrew",643217,Left,CWS,8,Bottom,0,1,2,ChangeUp,InPlay,Undefined,GroundBall,Out,1,0,84.73281523,-2.800156331,-2.87523428,1637.536326,233.0624149,1:45,5.837609909,1.724343772,6.818158118,-33.65692945,4.431912361,15.07352987,0.476715646,0.355364992,78.2986904,-9.102287136,-0.019876814,0.444191655,20.09736697,37.73707603,-8.671504324,705.5716084,,,,24.58454141,24.50418512,-10.09005989,1,-9.040549354,3.204405156,-1.546464355,50.00001076,5.641602683,5.760410919,-123.1733577,-6.982015243,-13.92864507,23.81441204,-27.23135708,CWS,TB,Rate Field,Major League Baseball,AL,145,139
258,2,1,"Sulser, Cole",642121,Right,TB,"Meidroth, Chase",805367,Right,CWS,8,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,93.77515823,-2.026162311,-3.463229505,2490.695367,211.7061677,1:00,5.831379678,1.441433247,6.938976725,-13.04861487,18.08129525,11.6239586,2.899340078,-0.745788387,85.75509239,-4.48797487,-1.262296932,0.401569246,,,,,,,,,,,,-7.319743974,10.49132446,-1.231502003,50.00335143,5.699272439,7.886074309,-136.3083806,-5.237479326,-13.79806781,29.48885626,-12.39902992,CWS,TB,Rate Field,Major League Baseball,AL,145,139
259,2,2,"Sulser, Cole",642121,Right,TB,"Meidroth, Chase",805367,Right,CWS,8,Bottom,1,0,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,94.31820364,-1.920860246,-1.694799821,2445.778105,211.3819203,1:00,5.893403312,1.384829849,6.70251453,-11.88714833,18.81658935,9.466247051,3.146105677,0.623785255,86.25969511,-4.169033264,0.101085179,0.398811006,73.50951613,36.78130106,3.798918566,2467.248762,108.9663113,62.81728731,16.30374127,243.5715664,242.87619,13.53536854,4.4,-5.65838078,10.85350846,-1.276954842,50.00177183,5.76048324,3.764503233,-137.2906617,-4.980013665,-10.81111122,30.12925246,-11.43565999,CWS,TB,Rate Field,Major League Baseball,AL,145,139
260,3,1,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,88.21207312,-2.097749896,-3.462692567,2306.030981,182.3854513,12:00,5.740363175,1.873056185,6.733134412,-26.84266836,8.286667122,-3.999277539,1.586094448,-1.627811577,81.3768668,-7.125482795,-4.217114247,0.426585882,,,,,,,,,,,,1.262364136,5.131703087,-1.643588708,50.00552007,5.589790811,7.876794315,-128.2300784,-5.494490678,2.109663172,25.65632776,-23.60376147,CWS,TB,Rate Field,Major League Baseball,AL,145,139
261,3,2,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,1,0,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,84.83052664,-1.631568287,-3.361829012,1661.379508,232.0584426,1:45,5.806310498,1.699883118,6.685378707,-33.60034824,4.386293274,16.70806421,1.513920402,0.014251993,78.15835398,-7.948592083,-0.197487791,0.443595325,,,,,,,,,,,,-10.07119581,2.863322812,-1.483721638,50.00122693,5.68173815,6.773258188,-123.3533273,-4.469570764,-15.55867212,23.94833872,-27.74909178,CWS,TB,Rate Field,Major League Baseball,AL,145,139
262,3,3,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,85.1161434,-3.84959651,-3.306614108,1760.158923,228.8412566,1:45,5.821333291,1.75312544,6.723950835,-32.02196651,6.0697002,15.10027749,-0.370256886,-0.013669037,78.20283944,-9.841689487,-0.437737034,0.444208126,,,,,,,,,,,,-9.250985637,4.488703591,-1.542060321,50.00100266,5.551992647,6.709579732,-123.4960667,-9.224084191,-14.22952797,25.5323425,-25.26644882,CWS,TB,Rate Field,Major League Baseball,AL,145,139
263,3,4,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,2,1,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,85.15292369,-1.207993343,-2.707013451,1631.900268,233.3242563,1:45,5.8312573,1.727691951,6.727792105,-35.12397112,2.736143815,16.39343291,1.80035101,0.618210633,78.01749859,-7.838827455,0.409330771,0.442855941,,,,,,,,,,,,-9.783378835,1.864177097,-1.557241219,50.00604092,5.735434201,5.393574944,-123.8699999,-3.606937503,-15.14476483,25.67495708,-29.29441661,CWS,TB,Rate Field,Major League Baseball,AL,145,139
264,3,5,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,2,2,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,85.54656738,-1.496959938,-2.614222075,1609.394102,232.5562942,1:45,5.802030031,1.75149193,6.667778303,-36.67311566,0.72785395,13.32436483,1.37624253,0.468561212,78.73424508,-8.399529847,-0.085688446,0.440162401,65.23800075,-23.84631226,-80.19679428,2549.789335,,,,5.724000522,5.434609197,-45.43277866,0,-8.040024084,0.832152987,-1.583009777,50.00579223,5.684799369,5.303458808,-124.4633608,-4.299611456,-12.60879658,25.11986785,-30.87617771,CWS,TB,Rate Field,Major League Baseball,AL,145,139
265,3,6,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,93.91157862,0.088823747,-2.723895281,2310.757954,209.9843955,1:00,5.918389934,1.45580882,6.6687016,-13.77423821,17.30495217,10.55111278,4.851828697,-0.15871592,85.44942635,-2.527929241,-0.72013621,0.401241975,,,,,,,,,,,,-6.568424677,9.474658153,-1.278769675,50.00672931,5.917900132,6.172062094,-136.650198,-0.217863081,-12.39164744,30.87214233,-14.30854176,CWS,TB,Rate Field,Major League Baseball,AL,145,139
266,3,7,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,3,2,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,84.63363873,-0.974937911,-2.086187576,1570.575822,238.1663753,2:00,5.867686023,1.710522544,6.652110963,-36.64836854,1.433219858,13.43760742,1.921469215,0.920336084,78.03095776,-7.874799888,0.461447526,0.444149358,112.1151697,12.20011041,-37.60744687,1218.713892,83.05216087,18.04335617,-72.58244146,256.935635,250.6344746,-46.09437165,2.1,-7.934098665,1.056236353,-1.576830113,50.00472597,5.78505659,4.109113196,-123.2258555,-3.133544365,-12.22788715,24.01579808,-30.54816382,CWS,TB,Rate Field,Major League Baseball,AL,145,139
267,3,8,"Sulser, Cole",642121,Right,TB,"A., Michael",572191,Right,CWS,8,Bottom,2,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,93.57468636,-1.444390926,-2.282558151,2323.398544,212.4514931,1:00,5.918000449,1.541310402,6.678236618,-14.43357296,16.88679429,10.58672751,3.393860033,0.334669464,85.23518263,-4.180457779,-0.2705989,0.402795801,,,,,,,,,,,,-6.468177221,9.691345935,-1.394003171,50.0019523,5.814869387,5.097988937,-136.1575415,-3.884226153,-12.10408617,30.81656343,-14.0360194,CWS,TB,Rate Field,Major League Baseball,AL,145,139
268,1,1,"Taylor, Grant",691799,Right,CWS,"Feduccia, Hunter",676439,Left,TB,9,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,98.69823374,-1.240493912,0.025253171,2275.957396,190.7294302,12:15,6.054609108,0.566052163,7.184750995,-13.65362654,14.60348322,-0.205874104,3.793266095,0.571773579,89.42469027,-3.839059566,-0.014014727,0.382591556,,,,,,,,,,,,0.120887936,8.408355813,-0.567419366,50.00352657,5.976766236,-0.056607168,-143.6843361,-3.557125841,0.250387362,36.23066151,-14.76138873,CWS,TB,Rate Field,Major League Baseball,AL,145,139
269,1,2,"Taylor, Grant",691799,Right,CWS,"Feduccia, Hunter",676439,Left,TB,9,Top,0,1,0,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,96.39890306,-1.618987651,-1.045657925,2461.218961,180.5229113,12:00,5.926960925,0.823364639,7.337755184,-21.10227573,8.270445596,-4.858802139,2.706403321,-0.525905776,88.42735073,-5.602633925,-1.967095498,0.390070946,99.58827266,-32.30954011,66.32027804,4878.762146,,,,5.267593488,5.16171361,54.92343267,0,2.377397787,4.980703374,-0.763482916,50.00014035,5.828164431,2.718433607,-140.3787914,-4.646701338,4.746317364,31.5512713,-22.21965958,CWS,TB,Rate Field,Major League Baseball,AL,145,139
270,1,3,"Taylor, Grant",691799,Right,CWS,"Feduccia, Hunter",676439,Left,TB,9,Top,0,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,83.37833112,-0.216741726,-0.681044506,2541.370428,12.23079915,6:30,6.103928323,0.319276746,7.282861567,-55.4100881,-15.91296302,-3.759427865,1.291732748,-0.60968845,76.90324535,-10.6453119,-1.396999644,0.452328814,,,,,,,,,,,,1.862691351,-8.679205991,-0.279397171,50.00304332,6.067103326,1.547202532,-121.4188914,-1.990603326,2.761215099,25.33864183,-45.04063256,CWS,TB,Rate Field,Major League Baseball,AL,145,139
271,1,4,"Taylor, Grant",691799,Right,CWS,"Feduccia, Hunter",676439,Left,TB,9,Top,0,2,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,95.18357035,-0.921091161,-1.618206737,2511.32747,176.1273391,11:45,5.859941435,0.961932581,7.23573635,-22.89658631,7.132885725,-4.760344201,3.118785112,-0.899409095,87.58844154,-5.238701531,-2.518818403,0.394407677,,,,,,,,,,,,2.179393419,4.155095914,-0.867659909,50.00335398,5.797153092,4.068393223,-138.6449175,-2.959002475,4.260262385,29.73063402,-24.04915303,CWS,TB,Rate Field,Major League Baseball,AL,145,139
272,1,5,"Taylor, Grant",691799,Right,CWS,"Feduccia, Hunter",676439,Left,TB,9,Top,0,3,1,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,97.53454784,-2.700862291,-0.60442139,2139.347292,195.2734137,12:30,5.998793368,0.629757131,7.326387533,-12.82063263,15.9751144,1.448656933,2.489114215,0.204420474,89.07235803,-5.125093871,-0.329151653,0.386220824,80.80794794,48.53938062,-122.1161251,7694.238064,-66.52607519,74.92457253,-88.0676065,231.1099417,221.6050115,-128.315153,4,-0.966102765,9.533619003,-0.596968425,50.0044968,5.843586963,1.450237212,-141.9237706,-7.111279307,-1.967439524,33.06081057,-12.76296684,CWS,TB,Rate Field,Major League Baseball,AL,145,139
273,1,6,"Taylor, Grant",691799,Right,CWS,"Feduccia, Hunter",676439,Left,TB,9,Top,0,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,96.77757741,-3.028419631,-1.789579291,2300.644803,195.7221988,12:30,6.042787567,0.429516584,7.358983162,-11.03048312,18.36767127,0.01554459,2.387318414,-1.185332934,88.00940607,-5.114103143,-1.786700079,0.390239786,,,,,,,,,,,,-0.537232992,10.99541765,-0.331486823,50.00327149,5.8718425,4.395107261,-140.6850065,-7.799482835,-1.07092503,33.74581118,-10.26871359,CWS,TB,Rate Field,Major League Baseball,AL,145,139
274,2,1,"González, Wikelman",682790,Right,CWS,"Gray, Tristan",656484,Left,TB,9,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,96.03220785,-5.162163453,-1.655706781,2344.709564,200.7325315,12:45,6.019313731,0.567039633,7.274615348,-11.84697426,17.95452922,1.877366925,0.351655157,-0.774194872,88.11292892,-7.378268335,-1.29990989,0.392907753,,,,,,,,,,,,-1.480337723,11.26716941,-0.474729854,50.00275555,5.722749515,3.966841938,-139.3074348,-12.96795323,-2.91571114,30.76579459,-9.985086467,CWS,TB,Rate Field,Major League Baseball,AL,145,139
275,2,2,"González, Wikelman",682790,Right,CWS,"Gray, Tristan",656484,Left,TB,9,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,94.83894779,0.267131323,-3.82041614,2507.325895,228.1699289,1:30,5.362843337,1.881009978,6.612261816,-17.80081146,12.78833072,15.95038741,4.124112401,-0.29378754,86.09592727,-3.117227453,-0.791193752,0.398066069,,,,,,,,,,,,-9.871253172,6.943041922,-1.629129765,50.0042971,5.372674459,8.702843867,-137.8320996,0.084379869,-18.90835899,31.93270272,-18.87918266,CWS,TB,Rate Field,Major League Baseball,AL,145,139
276,2,3,"González, Wikelman",682790,Right,CWS,"Gray, Tristan",656484,Left,TB,9,Top,0,2,0,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,94.02508005,-0.13196509,-2.756281405,2468.60792,231.5414396,1:45,5.284489024,1.879531676,6.688647318,-17.88307605,13.29678043,14.46038014,3.673602195,0.561969812,85.119401,-3.537453576,-0.00103081,0.401891265,81.73577238,69.41112601,-161.5861424,7038.377717,-103.257627,121.6310236,-37.93005503,193.9961487,149.5872906,-159.3036266,5.2,-8.787722207,7.349494409,-1.702842099,50.00172738,5.267396091,6.134715536,-136.7588088,-0.87097719,-16.49496022,32.69442044,-18.37618478,CWS,TB,Rate Field,Major League Baseball,AL,145,139
277,2,4,"González, Wikelman",682790,Right,CWS,"Gray, Tristan",656484,Left,TB,9,Top,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,94.4549642,-0.255997864,-2.157454706,2393.374333,225.9054895,1:30,5.250997157,1.901369012,6.694785796,-21.24410669,9.67218492,14.57988808,3.24664463,1.142708994,85.4966013,-4.30173623,0.624037028,0.400189057,,,,,,,,,,,,-8.683964067,5.399576941,-1.764909466,50.00345421,5.224146609,4.722524417,-137.4304477,-1.277117471,-16.434789,33.48417389,-21.95653503,CWS,TB,Rate Field,Major League Baseball,AL,145,139
278,2,5,"González, Wikelman",682790,Right,CWS,"Gray, Tristan",656484,Left,TB,9,Top,0,3,1,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,77.50873836,2.590712927,0.096417435,2586.627478,52.45736584,7:45,5.485825044,1.883046725,6.537140623,-52.33173324,-6.260075758,-16.55157423,3.502470524,0.592187241,70.40436986,-7.359264323,-3.064434777,0.488526841,,,,,,,,,,,,9.138733596,-4.266313109,-1.882021168,50.00467544,5.640620051,0.232692683,-112.7176834,3.764735835,11.59769103,23.13161527,-37.59260643,CWS,TB,Rate Field,Major League Baseball,AL,145,139
279,3,1,"González, Wikelman",682790,Right,CWS,"Simpson, Chandler",802415,Left,TB,9,Top,0,0,0,Fastball,InPlay,Undefined,Bunt,Sacrifice,1,0,94.89427824,-0.690384308,-2.780061741,2393.848681,222.6165145,1:30,5.290856819,1.759891309,6.731329683,-18.25525255,12.38672455,12.633905,3.138815634,0.270505532,85.88815957,-4.164829623,-0.371917892,0.3984097,26.85043558,-16.44428852,-25.00910238,817.6812022,,,,7.950980661,7.800495557,-27.09928718,0.2,-7.798331221,7.031126603,-1.583050155,50.00656351,5.237029182,6.305362741,-138.002491,-2.236734047,-14.89528534,33.55932168,-18.75368057,CWS,TB,Rate Field,Major League Baseball,AL,145,139
280,4,1,"González, Wikelman",682790,Right,CWS,"Díaz, Yandy",650490,Right,TB,9,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,95.10104397,-2.308162652,-1.966452555,2403.720413,229.7562773,1:45,5.302187934,1.777701254,6.84516359,-15.43585519,15.09321719,9.965356207,1.91044464,0.814532889,86.16529809,-5.238459825,-0.065671644,0.397675024,,,,,,,,,,,,-6.083922854,9.020909898,-1.657006843,50.00604236,5.147934722,4.434841275,-138.2792617,-6.061069409,-11.66299028,33.79243932,-14.88836666,CWS,TB,Rate Field,Major League Baseball,AL,145,139
281,4,2,"González, Wikelman",682790,Right,CWS,"Díaz, Yandy",650490,Right,TB,9,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,94.94430469,0.099766745,-1.734883196,2384.470973,225.6116932,1:30,5.309631944,1.804226663,7.009255213,-17.15209753,13.44551523,13.12735492,3.971159749,1.320728771,85.81100733,-3.170949817,0.770460777,0.398121181,,,,,,,,,,,,-7.759014444,7.361914635,-1.704521202,50.00142377,5.30789495,3.773609177,-138.1738751,-0.296961726,-14.83356042,33.99842592,-18.09556438,CWS,TB,Rate Field,Major League Baseball,AL,145,139
282,4,3,"González, Wikelman",682790,Right,CWS,"Díaz, Yandy",650490,Right,TB,9,Top,1,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,89.86527927,-0.994855658,-4.847568427,1641.947656,240.3085492,2:00,5.454817707,1.783112495,6.738852475,-27.95510806,5.906657231,16.84222328,2.2163435,-1.252868171,82.64324515,-6.25575729,-1.670294531,0.418818936,,,,,,,,,,,,-10.49378547,3.51712464,-1.472329241,50.00346763,5.376235785,10.561454,-130.4911094,-3.111695421,-18.20427002,25.96349572,-26.07192622,CWS,TB,Rate Field,Major League Baseball,AL,145,139
283,4,4,"González, Wikelman",682790,Right,CWS,"Díaz, Yandy",650490,Right,TB,9,Top,1,2,1,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,96.00438325,-1.457329562,-2.959269244,2524.036149,225.1915962,1:30,5.352576804,1.810920838,6.693406755,-15.90670374,14.02537584,13.33291815,2.694225838,0.213634324,86.98707416,-4.479182301,-0.419686675,0.39376758,77.70593763,38.95479779,150.1711563,2795.97758,-97.70680669,59.18847467,51.460509,255.7550862,250.3897687,152.2425767,3.9,-8.227812971,8.163533358,-1.620426573,50.00174835,5.248266158,6.792092125,-139.5697412,-4.05941897,-16.08882552,33.99260797,-16.20909646,CWS,TB,Rate Field,Major League Baseball,AL,145,139
284,4,5,"González, Wikelman",682790,Right,CWS,"Díaz, Yandy",650490,Right,TB,9,Top,1,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,95.96990918,-1.38080268,-3.245346077,2524.544389,222.4666909,1:30,5.262562112,1.844261561,6.622626005,-13.37574824,16.58613519,11.49525601,2.883444775,-0.17243706,86.90553673,-3.921804373,-1.0570479,0.393963572,,,,,,,,,,,,-7.300878798,9.550372951,-1.630044495,50.00510729,5.162859979,7.544736979,-139.4883608,-3.79111717,-14.26581716,33.88121328,-13.51873104,CWS,TB,Rate Field,Major League Baseball,AL,145,139
285,5,1,"Gilbert, Tyler",656457,Left,CWS,"Lowe, Brandon",664040,Left,TB,9,Top,2,0,0,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,89.80629756,-0.446252928,4.936531173,2118.212148,121.2351167,10:00,4.749636982,-3.980917116,6.094524443,-31.01170538,3.084655698,-15.45814517,1.752664355,-0.692257366,82.12784729,-6.304119911,2.012467874,0.42026723,90.44367578,-50.16095863,66.65541854,6320.354285,,,,2.084450834,2.014763922,62.43936233,0,9.863985016,1.825666481,3.607726914,50.00081799,4.700663246,-10.79788777,-130.3528998,-1.94342225,16.96462547,27.53336263,-29.03075594,CWS,TB,Rate Field,Major League Baseball,AL,145,139
286,5,2,"Gilbert, Tyler",656457,Left,CWS,"Lowe, Brandon",664040,Left,TB,9,Top,2,0,1,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,81.22438976,1.644296932,4.345814011,2416.232961,304.2465417,4:15,4.505567979,-4.028394977,5.906357085,-40.40317433,0.913389448,7.16977226,2.665416229,0.610186856,75.20806841,-5.948638036,5.690870685,0.462629805,,,,,,,,,,,,-2.820422287,0.053649017,3.67619341,50.00327163,4.618769774,-9.163502175,-118.0151805,2.297190462,-4.011142305,20.68001821,-32.09911205,CWS,TB,Rate Field,Major League Baseball,AL,145,139
287,5,3,"Gilbert, Tyler",656457,Left,CWS,"Lowe, Brandon",664040,Left,TB,9,Top,2,0,2,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,82.44252159,0.370266662,4.812304344,2599.254123,313.1347644,4:30,4.557693665,-3.880415576,5.813445898,-39.74529404,0.732335406,13.48220899,1.590197979,1.727865261,76.04311743,-7.086723112,7.344603262,0.45790886,,,,,,,,,,,,-6.040332399,0.287447299,3.479846259,50.00253531,4.569704672,-10.44467421,-119.6811318,-0.31165604,-8.746420559,23.40450291,-31.75520062,CWS,TB,Rate Field,Major League Baseball,AL,145,139
288,5,4,"Gilbert, Tyler",656457,Left,CWS,"Lowe, Brandon",664040,Left,TB,9,Top,2,1,2,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,81.55347172,2.223072703,2.868987755,2516.248351,286.5420946,3:30,4.44615689,-4.036108257,5.736470447,-39.83094979,1.166597873,8.484741799,3.198325067,-0.655582198,75.15180215,-5.290632344,4.469148791,0.460840301,59.81956203,42.2140885,-140.3815775,7751.635265,,,,151.2326189,106.902877,-142.4658304,2.8,-3.893659893,0.038341261,3.7936869,50.00439215,4.612737399,-6.176045172,-118.6215336,3.523933089,-5.576468465,21.59652842,-32.12203144,CWS,TB,Rate Field,Major League Baseball,AL,145,139
289,5,5,"Gilbert, Tyler",656457,Left,CWS,"Lowe, Brandon",664040,Left,TB,9,Top,2,1,2,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,92.41508891,-0.349284309,4.44049732,2085.624568,119.4186144,10:00,4.719614693,-3.914250849,6.205172938,-30.30321641,1.563595735,-14.24366169,1.872007496,-0.994864081,85.32081676,-6.048847675,1.757136316,0.406294386,87.95112525,-9.599414069,66.43386199,3409.596954,,,,12.39948117,11.98360479,59.60932743,0.1,8.907340262,0.952175648,3.587915886,50.00569798,4.679044331,-9.989475523,-134.3204017,-1.759997965,16.43698058,26.46054328,-30.4217696,CWS,TB,Rate Field,Major League Baseball,AL,145,139
290,5,6,"Gilbert, Tyler",656457,Left,CWS,"Lowe, Brandon",664040,Left,TB,9,Top,2,1,2,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,82.05045127,1.109134595,3.616275712,2391.539872,307.227598,4:15,4.457948792,-3.881381578,5.8121629,-39.21863447,1.463790902,16.55028786,2.221459588,0.864480087,75.69889727,-6.267845838,6.731073684,0.45906579,,,,,,,,,,,,-8.07732462,0.484398709,3.577772742,50.00494234,4.53065235,-7.991215803,-119.2899656,1.24209784,-11.64632749,22.82426299,-31.47853054,CWS,TB,Rate Field,Major League Baseball,AL,145,139
